Id,target
188,-83.09403988397247
189,185.29399963469544
190,-46.04484514143867
191,218.3662414753241
192,-62.62569661222817
193,-89.53216671555212
194,44.1132190021138
195,-5.4413865620323625
196,68.00436950103825
197,-66.01198915842842
198,208.78639540244077
199,-146.473212439615
200,-103.76614006219184
201,-122.45631302324276
202,21.267906678483715
203,50.955619362710195
204,148.07093004884658
205,42.641286246880014
206,89.97693232284925
207,170.10449413645227
208,-280.41962739813715
209,-181.7865778418251
210,-111.22638619392961
211,-88.67611268232406
212,25.628844790946058
213,-56.958632814535264
214,74.11649208017464
215,-25.27137115951075
216,-57.72035759231108
217,-34.501686691149764
218,61.55848128446749
219,88.44959685977622
220,-89.97387747824233
221,-155.2599088107396
222,44.071481576853444
223,238.62238482699996
224,-54.479468269401
225,10.5285323938337
226,-68.24632569950342
227,7.829469635324789
228,5.873964477624407
229,37.09955689120641
230,114.68512207431672
231,14.04298137125164
232,-113.43289346775937
233,43.12492795701228
234,96.99659947234572
235,-96.0846294480171
236,-181.37079566968532
237,166.98036517281017
238,106.59216849703348
239,57.46394163655003
240,-13.322687143825881
241,-30.576719508959773
242,-52.20457038236495
243,-178.55815199343235
244,-70.65331542300684
245,-33.342261593070496
246,-179.10457636719485
247,-32.25238695369275
248,30.198553038843144
249,-127.76585413022494
250,13.315622980678366
251,-6.215002199238465
252,-264.08331716788297
253,-262.83214314746897
254,-174.15244594566855
255,41.831113777275405
256,128.97123642454136
257,67.46930244492496
258,118.4761480600454
259,90.58827341459552
260,17.25738199947002
261,-317.57308679318925
262,186.5890467976995
263,-136.98071674929415
264,-48.840506288571916
265,-92.27043946355072
266,-94.34070670121571
267,135.4331280973057
268,161.1970364287992
269,-45.31553800363685
270,-149.4746741930849
271,110.56082088556315
272,-23.639938655753326
273,85.66394138194121
274,103.30068886119611
275,20.89444445148901
276,-56.24017362041574
277,-32.60819532202317
278,25.419955590845547
279,72.43813114327105
280,23.849574741651615
281,-135.95997302297596
282,-21.251607644928626
283,-15.53239487924717
284,-133.67426040187297
285,159.29477134873116
286,-14.54685556533179
287,-139.61595886560391
288,205.30511446285442
289,45.0623699970337
290,89.8519783800521
291,27.289198149031428
292,205.69658100075748
293,-45.078918210366325
294,-35.65918139764885
295,-45.668027711885365
296,48.31728618063839
297,-68.78988594818304
298,91.76721894109846
299,-90.32283774866573
300,-101.80603182648406
301,-30.24053223561782
302,-95.60840377747691
303,-27.856032993616765
304,55.897197566673945
305,-38.63903330523916
306,-81.07285781211768
307,-187.23607387130616
308,-172.5371948214192
309,37.406128659398235
310,74.82873682840429
311,301.5350484110915
312,125.67560766624278
313,128.04900313099566
314,47.809399075292426
315,-26.608823956825717
316,180.95537165273979
317,-63.92572817256433
318,125.86493698372065
319,150.99502871342094
320,-38.74330553038988
321,-209.59595470536044
322,-105.81803522917755
323,0.6001510650312307
324,-49.256462044748424
325,-42.67394202990072
326,157.158977934175
327,131.6985466476116
328,20.359218190277684
329,-94.7257219682077
330,185.91307007898948
331,-71.81644700877267
332,61.14256020787402
333,76.21887334656314
334,96.7317443153922
335,-111.52363381078591
336,111.89481008023654
337,-40.29775768819768
338,85.39258193069789
339,-89.42847721078141
340,-209.90441629879945
341,157.44047082682505
342,-99.30666274753646
343,61.51191159234982
344,123.78655011936605
345,27.258224498666817
346,-183.0311105952047
347,-38.69040511210448
348,-52.3941450889639
349,-123.46638368844032
350,8.199003745463605
351,-96.01135203162875
352,-44.96848560754396
353,-171.24404950220773
354,-226.53541363628207
355,0.6333155422230202
356,-214.6120930610749
357,184.5617448848514
358,-14.226336315631546
359,12.791557303404701
360,29.713383097643366
361,240.24555857542856
362,-33.44056051124661
363,130.943154124149
364,53.97167040560819
365,6.817425681491561
366,-92.82993963412677
367,-15.18937598191783
368,224.42685751136946
369,-19.91666935258382
370,-146.1857923811266
371,-55.55589316054281
372,-100.51780321449868
373,3.752806621894279
374,-19.25928346148247
375,-67.26068345514398
376,-22.292863903003337
377,-181.31982467586883
378,-130.14539393967834
379,41.92787281413492
380,-43.56831172358618
381,-165.05071334320715
382,85.35350505157099
383,-5.477143120132861
384,130.78534474047228
385,-52.65541698354847
386,-2.338370086190852
387,172.6445559938613
388,168.7506861023998
389,42.29234765131165
390,-32.40855403452023
391,56.044778528922706
392,108.66576012520926
393,-42.00149780801434
394,-75.4576673330488
395,-88.1485096227331
396,-194.76240066919775
397,123.08157289613895
398,62.99478274686292
399,53.281684499962644
